id,clubId,squadId,start,end,ActivityDate,Round,Opposition,Result,Activity_Type,Activity,Ground,Type,datasource
218,3,8,07-04-2017 09:47,07-04-2017 12:54,07-04-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
219,3,8,05-04-2017 09:26,05-04-2017 11:11,05-04-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
220,3,8,04-04-2017 09:34,04-04-2017 11:14,04-04-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
221,3,8,03-04-2017 13:52,03-04-2017 15:39,03-04-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
222,3,8,31-03-2017 09:44,31-03-2017 10:54,31-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
223,3,8,30-03-2017 09:56,30-03-2017 11:32,30-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
224,3,8,29-03-2017 09:35,29-03-2017 11:10,29-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
225,3,8,28-03-2017 09:34,28-03-2017 11:06,28-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
226,3,8,27-03-2017 09:34,27-03-2017 11:24,27-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
227,3,8,23-03-2017 10:25,23-03-2017 12:10,23-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
228,3,8,22-03-2017 10:28,22-03-2017 12:36,22-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
229,3,8,21-03-2017 10:31,21-03-2017 12:18,21-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
230,3,8,20-03-2017 10:29,20-03-2017 13:15,20-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
231,3,8,15-03-2017 10:30,15-03-2017 11:38,15-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
232,3,8,14-03-2017 10:34,14-03-2017 12:12,14-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
233,3,8,11-03-2017 16:05,11-03-2017 17:49,11-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
234,3,8,10-03-2017 11:04,10-03-2017 11:08,10-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
235,3,8,07-03-2017 10:58,07-03-2017 12:38,07-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
236,3,8,04-03-2017 14:20,04-03-2017 14:51,04-03-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
237,3,8,24-02-2017 10:36,24-02-2017 12:29,24-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
238,3,8,23-02-2017 11:03,23-02-2017 12:33,23-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
239,3,8,22-02-2017 10:31,22-02-2017 12:07,22-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
240,3,8,21-02-2017 10:33,21-02-2017 12:20,21-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
241,3,8,20-02-2017 15:42,20-02-2017 17:25,20-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
242,3,8,17-02-2017 10:54,17-02-2017 12:18,17-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
243,3,8,16-02-2017 10:54,16-02-2017 12:05,16-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
244,3,8,15-02-2017 10:40,15-02-2017 12:22,15-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
245,3,8,14-02-2017 11:00,14-02-2017 14:19,14-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
246,3,8,13-02-2017 11:43,13-02-2017 13:11,13-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
247,3,8,10-02-2017 13:28,10-02-2017 14:13,10-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
248,3,8,09-02-2017 12:35,09-02-2017 12:37,09-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
249,3,8,01-02-2017 11:05,01-02-2017 12:32,01-02-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
250,3,8,31-01-2017 11:51,31-01-2017 12:04,31-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
251,3,8,27-01-2017 12:03,27-01-2017 12:48,27-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
252,3,8,26-01-2017 11:43,26-01-2017 13:01,26-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
253,3,8,19-01-2017 11:42,19-01-2017 13:06,19-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
254,3,8,18-01-2017 11:35,18-01-2017 12:59,18-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
255,3,8,17-01-2017 11:40,17-01-2017 13:08,17-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
256,3,8,16-01-2017 15:06,16-01-2017 16:49,16-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
257,3,8,13-01-2017 15:53,13-01-2017 16:12,13-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
258,3,8,13-01-2017 09:57,13-01-2017 10:48,13-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
259,3,8,12-01-2017 15:58,12-01-2017 17:05,12-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
260,3,8,12-01-2017 10:24,12-01-2017 11:46,12-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
261,3,8,11-01-2017 10:24,11-01-2017 12:08,11-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
262,3,8,10-01-2017 16:00,10-01-2017 17:15,10-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
263,3,8,10-01-2017 10:24,10-01-2017 11:30,10-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
264,3,8,09-01-2017 15:58,09-01-2017 17:20,09-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
265,3,8,09-01-2017 10:36,09-01-2017 11:58,09-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
266,3,8,08-01-2017 15:57,08-01-2017 17:21,08-01-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
267,3,8,25-12-2016 10:37,25-12-2016 11:45,25-12-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
268,3,8,24-12-2016 11:09,24-12-2016 12:20,24-12-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
269,3,8,23-12-2016 14:36,23-12-2016 15:53,23-12-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
270,3,8,22-12-2016 11:08,22-12-2016 12:29,22-12-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
271,3,8,15-12-2016 11:16,15-12-2016 12:28,15-12-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
272,3,8,14-12-2016 14:45,14-12-2016 15:52,14-12-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
273,3,8,07-12-2016 10:52,07-12-2016 12:31,07-12-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
274,3,8,06-12-2016 11:12,06-12-2016 11:42,06-12-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
275,3,8,02-12-2016 09:44,02-12-2016 10:39,02-12-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
276,3,8,01-12-2016 10:47,01-12-2016 11:46,01-12-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
277,3,8,26-11-2016 16:36,26-11-2016 17:10,26-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
278,3,8,25-11-2016 10:58,25-11-2016 12:19,25-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
279,3,8,23-11-2016 10:53,23-11-2016 12:27,23-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
280,3,8,15-11-2016 14:52,15-11-2016 15:54,15-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
281,3,8,15-11-2016 10:36,15-11-2016 12:33,15-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
282,3,8,14-11-2016 10:51,14-11-2016 12:15,14-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
283,3,8,11-11-2016 11:01,11-11-2016 11:34,11-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
284,3,8,05-11-2016 13:20,05-11-2016 14:28,05-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
285,3,8,03-11-2016 15:03,03-11-2016 15:39,03-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
286,3,8,02-11-2016 15:27,02-11-2016 16:37,02-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
287,3,8,01-11-2016 10:32,01-11-2016 11:07,01-11-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
288,3,8,27-10-2016 14:18,27-10-2016 15:41,27-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
289,3,8,26-10-2016 14:07,26-10-2016 14:57,26-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
290,3,8,25-10-2016 16:07,25-10-2016 16:13,25-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
291,3,8,22-10-2016 14:08,22-10-2016 15:24,22-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
292,3,8,21-10-2016 09:58,21-10-2016 11:34,21-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
293,3,8,20-10-2016 09:32,20-10-2016 11:10,20-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
294,3,8,19-10-2016 09:42,19-10-2016 11:06,19-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
295,3,8,18-10-2016 10:06,18-10-2016 11:51,18-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
296,3,8,17-10-2016 14:13,17-10-2016 15:51,17-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
297,3,8,16-10-2016 10:01,16-10-2016 10:15,16-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
298,3,8,15-10-2016 13:35,15-10-2016 14:23,15-10-2016,NULL,NULL,NULL,NULL,NULL,NULL,1,0
299,3,8,30-07-2017 11:29,30-07-2017 13:01,30-07-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
300,3,8,01-08-2017 19:10,01-08-2017 20:59,01-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
301,3,8,03-08-2017 18:53,03-08-2017 19:52,03-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
302,3,8,05-08-2017 17:41,05-08-2017 19:36,05-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
303,3,8,10-08-2017 19:35,10-08-2017 20:50,10-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
304,3,8,12-08-2017 10:45,12-08-2017 12:24,12-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
305,3,8,14-08-2017 18:49,14-08-2017 20:02,14-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
306,3,8,16-08-2017 19:57,16-08-2017 21:17,16-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
307,3,8,19-08-2017 14:29,19-08-2017 15:27,19-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
308,3,8,19-08-2017 12:02,19-08-2017 14:23,19-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
309,3,8,23-08-2017 18:04,23-08-2017 20:07,23-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
310,3,8,25-08-2017 18:17,25-08-2017 19:27,25-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
311,3,8,27-08-2017 15:42,27-08-2017 17:36,27-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
312,3,8,31-08-2017 18:33,31-08-2017 19:54,31-08-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
313,3,8,02-09-2017 11:04,02-09-2017 12:40,02-09-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
314,3,8,04-09-2017 19:45,04-09-2017 20:54,04-09-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
315,3,8,06-09-2017 18:27,06-09-2017 20:05,06-09-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
316,3,8,09-09-2017 12:10,09-09-2017 14:02,09-09-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
317,3,8,13-09-2017 18:35,13-09-2017 20:37,13-09-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
318,3,8,15-09-2017 18:11,15-09-2017 19:27,15-09-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
319,3,8,17-09-2017 15:03,17-09-2017 17:47,17-09-2017,NULL,NULL,NULL,NULL,NULL,NULL,1,0
